Name,Location,Locality,City,Cuisine,Rating,Votes,Cost
Cafe Buddy's Espresso,"Echelon Building,Pashan, West Pune", West Pune,Pune,"Fast Food,  Coffee",3.4,9,600
The Single Malt & Co,"Hyatt Regency Pune,Nagar Road, East Pune", East Pune,Pune,"Italian,  Finger Food",4.2,9,2000
Spice It,"Ibis Hotel,Nagar Road, East Pune", East Pune,Pune,"Continental,  European,  Seafood",3.3,9,1200
Amara,"Mundhwa, East Pune", East Pune,Pune,"North Indian,  Chinese,  Fast Food",3.1,9,1100
Taco Bell,"Elpro City Square,Chinchwad, West Pune", West Pune,Pune,"Mexican,  Fast Food,  Tex Mex",3.3,9,500
Golden Spoon,"Park Street, Central Kolkata", Central Kolkata,Kolkata,"Chinese,  North Indian",3.4,9,700
Wow! Momo,"Lake Town, East Kolkata", East Kolkata,Kolkata,"Fast Food,  Tibetan",4.3,9,400
The Canister Cafe,"AMP Vaisaakkhi Mall,Salt Lake, East Kolkata", East Kolkata,Kolkata,"North Indian,  Pizza",4.2,9,200
Karma Kettle,"Ballygunge, South Kolkata", South Kolkata,Kolkata,"Tea,  Italian,  Continental,  Finger Food",3.5,9,1000
Blue Nile Lounge,"Rajarhat, 24 Parganas North", 24 Parganas North,Kolkata,"North Indian,  Finger Food",4.1,9,1700
Purple Turtle,"Prince Anwar Shah Road, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Italian,  Continental",3.2,9,700
Fries Before Guys,"New Alipore, South Kolkata", South Kolkata,Kolkata,"Fast Food,  Finger Food",3.8,9,300
Azad Hind,"Garia, South Kolkata", South Kolkata,Kolkata,"North Indian,  Street Food",3.8,9,800
7/12 Fried Ice Cream Parlour,"Uniworld Downtown Mall,New Town, 24 Parganas North", 24 Parganas North,Kolkata,"Desserts,  Ice Cream",3.6,9,400
Puchkaman,"Garia, South Kolkata", South Kolkata,Kolkata,"Street Food,  Fast Food",3.4,9,500
Wow! Momo,"Barasat, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",4.3,9,400
Taco Bell,"Ahmedabad One Mall,Vastrapur, West Ahmedabad", West Ahmedabad,Ahmedabad,"Mexican,  American,  Fast Food",3.8,9,500
Sante Spa Cuisine,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,Health Food,4.7,9,900
Pizza Tune,"Shukan Platinum Complex,Gota, North Ahmedabad", North Ahmedabad,Ahmedabad,"Pizza,  Fast Food",3.1,9,400
Amrutam,"Nikol, East Ahmedabad", East Ahmedabad,Ahmedabad,Gujarati,4.6,9,800
Pizza Galleria,"Sector 27, South Chandigarh", South Chandigarh,Chandigarh,"Italian,  Pizza",4,9,400
Cellar,"Hotel Sheronz,Sector 35, West Chandigarh", West Chandigarh,Chandigarh,"North Indian,  Chinese,  Continental",2.9,9,1500
Pizza Galleria,"Sector 40, West Chandigarh", West Chandigarh,Chandigarh,"Italian,  Pizza",2.8,9,400
Spice Route,"Glades Hotel,Sector 55, Mohali", Mohali,Chandigarh,"North Indian,  Continental,  Chinese,  Thai",4,9,1500
World Trail,"Sector 70, Mohali", Mohali,Chandigarh,"Italian,  Biryani",4.9,9,400
The Cozy Club Restaurant & Banquet,"Chandigarh Road, Zirakpur", Zirakpur,Chandigarh,"North Indian,  Chinese",4.4,9,700
Taverna,"Cidade De Goa,Panjim, North Goa", North Goa,Goa,"North Indian,  Continental,  Finger Food",4.3,9,1300
Jalsa,"Resort Rio,Arpora, North Goa", North Goa,Goa,"Gujarati,  Rajasthani",3.9,9,2800
Napoli Pizzeria & Bistro,"C Scheme, Central Jaipur", Central Jaipur,Jaipur,"Italian,  Pizza",4.2,9,900
The Sushi Company,"C Scheme, Central Jaipur", Central Jaipur,Jaipur,Sushi,4.6,9,1400
The Momoz Hub,"Shyam Nagar, West Jaipur", West Jaipur,Jaipur,"Chinese,  Tibetan,  Fast Food",4.3,9,500
Jal Mahal Ice Cream Cafe,"Vaishali Nagar, West Jaipur", West Jaipur,Jaipur,"Desserts,  Ice Cream",3.4,9,300
Colorbar,"Radisson Blu Jaipur,Durgapura, South Jaipur", South Jaipur,Jaipur,"North Indian,  Italian",4.1,9,3000
Cakes N Craft,"Bhanwar Kuan, South Indore", South Indore,Indore,"Bakery and Confectionary,  Desserts",4.8,9,500
Hotel Bee Town,"Rajendra Nagar, South Indore", South Indore,Indore,"North Indian,  Chinese",3.3,9,900
Atul Sandwich And Cafe,"Navneet Plaza,Old Palasia, Central Indore", Central Indore,Indore,Fast Food,2.8,9,400
Noor's Kitchen,"Shekhar Planet,Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Fast Food",2.6,9,800
Chai Kaapi,"Vijay Nagar, East Indore", East Indore,Indore,"Fast Food,  Tea",4.5,9,400
Bamboo Tree,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Chinese,  Continental,  Asian",4,9,900
Shack Pool Bar & Grill,"Crescent Spa And Resort,Indore By Pass Road, East Indore", East Indore,Indore,Finger Food,4.5,9,2000
The F3 Bar,"Radisson Udaipur,Ashok Nagar, Central Udaipur", Central Udaipur,Udaipur,Finger Food,4.5,9,2000
Square Terrace By Chunda Palace,"Haridas Ji Ki Magri, South Udaipur", South Udaipur,Udaipur,"Multi-Cuisine,  Italian,  Continental,  Asian,  Rajasthani",4.9,9,1500
Bay Leaf,"Bamboo Saa Resort & Spa,Fateh Sagar, West Udaipur", West Udaipur,Udaipur,"North Indian,  Continental,  Oriental ,  Mexican",4.6,9,1700
Myra,"Ramada Resort and Spa,Fateh Sagar, West Udaipur", West Udaipur,Udaipur,"North Indian,  Rajasthani,  Italian,  Oriental ",4.4,9,2900
The White Fresco,"Sajjan Nagar, South Udaipur", South Udaipur,Udaipur,"North Indian,  Chinese,  Continental",3.4,9,700
Baradari,"Hotel Fateh Garh,Bujra, West Udaipur", West Udaipur,Udaipur,Multi-Cuisine,3.7,9,1200
Paatra,"Jaypee Palace Hotel & Convention Centre,Tajganj, East Agra", East Agra,Agra,"North Indian,  Mughlai",4.3,9,3400
The Barbeque Grill,"Centre Square Mall,Alkapuri, Central Vadodara", Central Vadodara,Vadodara,"North Indian,  Chinese",4.7,9,600
The Shake Maker,"Waghodia, East Vadodara", East Vadodara,Vadodara,Shakes,4.5,9,300
Real Kathiyawadi Restaurant,"Sayajipura, East Vadodara", East Vadodara,Vadodara,"North Indian,  Chinese,  Gujarati",3.6,9,300
D9 Restro Lounge,"Sitabuldi, Central Nagpur", Central Nagpur,Nagpur,"North Indian,  Chinese,  Continental",3,9,1200
Goosebumps,"VCA Stadium Complex,Civil Lines, West Nagpur", West Nagpur,Nagpur,"Chinese,  Street Food,  Fast Food,  Italian,  South Indian,  Desserts",3.7,9,800
Food Links,"Nandanvan, East Nagpur", East Nagpur,Nagpur,Fast Food,4.9,9,500
Kafe B2,"Aagam Arcade,Vesu, South Surat", South Surat,Surat,Fast Food,4.3,9,400
Wooddy Jhone's Pizza,"Helios Complex,Pal Gam, West Surat", West Surat,Surat,"Fast Food,  Pizza,  Italian",3.5,9,500
Mr Pizza G,"Katargam, North Surat", North Surat,Surat,"Fast Food,  Pizza,  Italian",4.1,9,500
99 Pancakes,"Adajan Patiya, West Surat", West Surat,Surat,"Desserts,  Waffle,  Fast Food",3.8,9,600
Sandoz,"Karol Bagh, Central Delhi", Central Delhi,Delhi,"North Indian,  Chinese",3.1,8,1000
Chai Mantra,"Vikas Marg, East Delhi", East Delhi,Delhi,"Fast Food,  Tea,  Chinese",3.7,8,300
Da Safe Zone,"Satya Niketan, South Delhi", South Delhi,Delhi,"North Indian,  Italian,  Chinese,  Fast Food",3.6,8,1000
Amar Jyoti,"Sarojini Nagar, South Delhi", South Delhi,Delhi,North Indian,3.1,8,1000
Syrah,"Hyatt Regency Delhi,Bhikaji Cama Place, South Delhi", South Delhi,Delhi,"Mediterranean,  Middle Eastern",3.8,8,4500
Moets Oh! Bao,"Defence Colony, South Delhi", South Delhi,Delhi,"Chinese,  Asian,  Thai",4.5,8,1300
DANDY - The Fio Bar,"Epicuria Food Mall,Nehru Place, South Delhi", South Delhi,Delhi,Finger Food,4.3,8,2000
The Tandoor,"Rajouri Garden, West Delhi", West Delhi,Delhi,"North Indian,  Chinese",4,8,800
Ping's Cafe Orient,"DLF Avenue,Saket, South Delhi", South Delhi,Delhi,Asian,4.6,8,2100
Swan,"Mehrauli, South Delhi", South Delhi,Delhi,"Italian,  Japanese",3.3,8,2000
Big Banana,"Saket, South Delhi", South Delhi,Delhi,"North Indian,  Chinese,  Mughlai",3.9,8,1100
Dragon Hut,"Jaipuria Sunrise Plaza,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,Chinese,3.6,8,600
Curry House CoCo Ichibanya,"Cyber Hub,DLF Cyber City, Gurgaon", Gurgaon,Gurgaon,"Japanese,  Seafood",4.6,8,1400
Taco Bell,"Gaur City Mall,Gaur CIty 1, NCR Greater Noida", NCR Greater Noida,Noida,"Mexican,  Tex Mex",4.3,8,500
Subway,"MGF Metropolitan Mall,MG Road, Gurgaon", Gurgaon,Gurgaon,Health Food,4.2,8,500
The Ladakhi Kitchen,"DLF Phase - 4, Gurgaon", Gurgaon,Gurgaon,"Chinese,  Tibetan",4.3,8,800
Cafe Underworld,"Sector 14, Faridabad", Faridabad,Noida,"Fast Food,  North Indian",4.1,8,1000
Hunger Cure,"Sector 14, Faridabad", Faridabad,Noida,"Fast Food,  Chinese",3.5,8,500
Chaayos,"Sohna Road, Gurgaon", Gurgaon,Gurgaon,"Street Food,  Tea,  Fast Food",4.8,8,500
New York Burrito Company,"Juhu, Andheri West", Andheri West,Mumbai,Mexican,4.5,8,600
The Oasis,"Country Inn and Suites by Radisson,Ghansoli, Navi Mumbai", Navi Mumbai,Mumbai,"North Indian,  Chinese,  Seafood,  Mughlai",4.1,8,2500
Chaayos - Meri Wali Chai,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,Tea,4.5,8,500
Happiness Deli,"Crescent House,Grant Road, South Mumbai", South Mumbai,Mumbai,"Fast Food,  Bakery and Confectionary",3.9,8,500
Tibbs Frankie,"Surya Mahal,Fort, South Mumbai", South Mumbai,Mumbai,Fast Food,4.5,8,200
Imperial Restaurant,"Residency Road, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  North Indian,  Mughlai",3.8,8,800
The Courtyard,"Shanti Nagar, Central Bangalore", Central Bangalore,Bangalore,"Italian,  Fast Food",3.9,8,800
Dane's Kitchen,"West Minister Building,Cunningham Road, Central Bangalore", Central Bangalore,Bangalore,"Chinese,  Thai",3.7,8,600
Nandhini Deluxe,"Taj Mahal Building,Gandhi Nagar, West Bangalore", West Bangalore,Bangalore,"Multi-Cuisine,  North Indian,  Chinese,  Seafood,  Andhra",3.4,8,1300
Imperial Restaurant,"Indiranagar, East Bangalore", East Bangalore,Bangalore,"Chinese,  North Indian,  Mughlai",3.6,8,800
Gokul Veg,"RT Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  Chinese",3.9,8,500
Dindigul Thalappakatti,"Jayanagar, South Bangalore", South Bangalore,Bangalore,"South Indian,  Biryani,  North Indian,  Seafood",4.5,8,800
Rolls On Wheels,"Banashankari, South Bangalore", South Bangalore,Bangalore,Fast Food,4.1,8,300
Empire Restaurant,"Orion Mall,Rajajinagar, West Bangalore", West Bangalore,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",3.3,8,700
Dialogues,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Chinese,  Italian,  Fast Food",4.1,8,600
Leon Grill,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"Mexican,  Burger,  Fast Food",3,8,600
Kingdom Of Spices,"Bellandur, South Bangalore", South Bangalore,Bangalore,"North Indian,  Chinese,  Mughlai",4.4,8,400
Glen's Bake House,"Whitefield, East Bangalore", East Bangalore,Bangalore,"Bakery and Confectionary,  Desserts",3.5,8,500
Dhaba,"Ramanashree California Resort,Yelahanka, North Bangalore", North Bangalore,Bangalore,"North Indian,  Chinese",2.5,8,800
Imperio Restaurant,"Whitefield, East Bangalore", East Bangalore,Bangalore,"South Indian,  Biryani,  North Indian,  Seafood",2.9,8,700
B 64,"Ramada by Wyndham Bengaluru Yelahanka,Yelahanka, North Bangalore", North Bangalore,Bangalore,"North Indian,  Chinese,  South Indian,  Fast Food",4.7,8,1500
Empire Restaurant,"Kunigal, Bangalore Mangalore Highway", Bangalore Mangalore Highway,Bangalore,"North Indian,  Kerala,  South Indian,  Seafood,  Biryani",3.9,8,700
Brownie Heaven,"Nungambakkam, Central Chennai", Central Chennai,Chennai,Desserts,4.3,8,400
Cafe Treat,"The Pride Hotel,Kilpauk, North Chennai", North Chennai,Chennai,"North Indian,  Chinese,  South Indian",3.8,8,1200
Murugan Idli Shop,"Besant Nagar, South Chennai", South Chennai,Chennai,South Indian,3.3,8,300
Lucky Da Punjabi Dhabba,"Perungudi, South West Chennai", South West Chennai,Chennai,"North Indian,  Chinese,  Mughlai,  Fast Food",4.9,8,1400
MilkyWay,"Velachery, South West Chennai", South West Chennai,Chennai,"Ice Cream,  Desserts,  Fast Food",3.8,8,400
Mr.Burger,"Iyyapanthangal, West Chennai", West Chennai,Chennai,"Fast Food,  Burger",4.2,8,400
Roll Over,"Potheri, South West Chennai", South West Chennai,Chennai,"Desserts,  Fast Food",4.5,8,500
Fonce,"Jubilee Hills, Central West Hyderabad", Central West Hyderabad,Hyderabad,"Fast Food,  Coffee",4.4,8,1000
Chinese Bells,"MNR Complex,Nacharam, East Hyderabad", East Hyderabad,Hyderabad,"Chinese,  Seafood",2.6,8,700
Karachi Cafe,"SBR Pearl,Hitech City, West Hyderabad", West Hyderabad,Hyderabad,"Italian,  Continental,  North Indian,  Chinese",4.1,8,600
Almond House,"Kukatpally, West Hyderabad", West Hyderabad,Hyderabad,"Mithai,  Desserts",4.7,8,500
Taco Bell,"DSL VIRTUE MALL,Uppal, East Hyderabad", East Hyderabad,Hyderabad,"Mexican,  Tex Mex",3.4,8,500
Al-Beck Mandi,"A S Rao Nagar, Secunderabad", Secunderabad,Hyderabad,Arabian,3.6,8,500
Sandwich Eatery,"Miyapur, West Hyderabad", West Hyderabad,Hyderabad,"Fast Food,  Shakes",4.6,8,500
Nature's Hub,"Gandipet, West Hyderabad", West Hyderabad,Hyderabad,"North Indian,  Chinese",3.9,8,900
Oregano Pizza,"Kothrud, West Pune", West Pune,Pune,"Pizza,  Italian",4.4,8,500
The Doner Company,"Kothrud, West Pune", West Pune,Pune,"Turkish,  Health Food,  Lebanese,  Fast Food",3.8,8,700
The Wadapav Cafe,"Bavdhan, West Pune", West Pune,Pune,"Street Food,  Maharashtrian",4,8,300
"Namma Kitchen Canteen, Teerth Technospace","Baner, West Pune", West Pune,Pune,"South Indian,  North Indian,  Chinese",4.7,8,400
Khushboo,"Bibwewadi, South Pune", South Pune,Pune,"North Indian,  Chinese,  Fast Food",4.1,8,600
Al Saba Mac Mino Way,"Kondhwa, South Pune", South Pune,Pune,"Fast Food,  Pizza",3.6,8,600
Tasty Punjab,"Magarpatta City, East Pune", East Pune,Pune,"North Indian,  Chinese",2.9,8,800
Pokket Cafe,"Chinchwad, West Pune", West Pune,Pune,"Fast Food,  Tea",4,8,400
Trapeze,"Chowringhee, Central Kolkata", Central Kolkata,Kolkata,"North Indian,  Continental",4.4,8,1200
Soul Cafe,"E.M Bypass, East Kolkata", East Kolkata,Kolkata,"North Indian,  Chinese,  Continental,  South Indian,  Fast Food",4.6,8,800
Raasta Cafe,"Howrah, Howrah", Howrah,Kolkata,"Fast Food,  North Indian",3.4,8,300
What's Your Flavour?,"Wellesley, Central Kolkata", Central Kolkata,Kolkata,"Desserts,  Ice Cream,  Shakes",2.8,8,400
Fries Before Guys,"Arihant Benchmark,Topsia, East Kolkata", East Kolkata,Kolkata,Fast Food,3.6,8,300
Tit Bits,"Chowringhee, Central Kolkata", Central Kolkata,Kolkata,"Street Food,  North Indian,  Chinese,  Fast Food",4.9,8,600
7/12 Fried Ice Cream Parlour,"Forum Rangoli Mall,Howrah, Howrah", Howrah,Kolkata,"Desserts,  Ice Cream",4.8,8,400
Taco Bell,"Avani Riverside Mall,Shibpur, Howrah", Howrah,Kolkata,Mexican,4.3,8,500
Taco Bell,"Acropolis Mall,Kasba, South Kolkata", South Kolkata,Kolkata,Mexican,4.4,8,500
Oxy Jam,"Baguiati, 24 Parganas North", 24 Parganas North,Kolkata,"Chinese,  Fast Food",1.7,8,399
Azad Hind Dhaba,"Kasba, South Kolkata", South Kolkata,Kolkata,"North Indian,  Mughlai",3.4,8,800
Subway,"New Alipore, South Kolkata", South Kolkata,Kolkata,"Health Food,  Fast Food",4.2,8,400
Sholo Ana Bangali,"Behala, South Kolkata", South Kolkata,Kolkata,Bengali,3.9,8,600
Wow! Momo,"Narendrapur, 24 Parganas South", 24 Parganas South,Mumbai,"Fast Food,  Tibetan",3.1,8,400
The Flavours,"Narendrapur, 24 Parganas South", 24 Parganas South,Mumbai,"North Indian,  Chinese,  Continental,  Mughlai",4.8,8,900
Wow! Momo,"Madhyamgram, 24 Parganas North", 24 Parganas North,Kolkata,"Fast Food,  Tibetan",3.9,8,400
Banana Leaf,"Satellite, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,3.5,8,700
Sankalp,"Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,South Indian,4.4,8,500
D'tallii Egg,"Asia House,Navrangpura, West Ahmedabad", West Ahmedabad,Ahmedabad,"Fast Food,  Health Food,  Chinese",4.8,8,500
Hot Pot,"Epsilon The Hotel,Ellis Bridge, Central Ahmedabad", Central Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Continental",4,8,800
SN Blu,"Shailly Complex,Thaltej, West Ahmedabad", West Ahmedabad,Ahmedabad,"Multi-Cuisine,  Italian,  Continental,  Mexican,  Indian Cuisine",4.3,8,1000
Masty Foods,"S G Highway, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Chinese,  Seafood,  Mughlai,  Barbecue,  Biryani",4,8,500
Candle Light Date N Dinner,"Bodakdev, West Ahmedabad", West Ahmedabad,Ahmedabad,"North Indian,  Continental",3.8,8,1500
Kabhi B,"Amrapali Shopping Mall,Bopal, West Ahmedabad", West Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",4.8,8,200
Kabhi B,"Shahibaug, North Ahmedabad", North Ahmedabad,Ahmedabad,"Desserts,  Bakery and Confectionary,  Fast Food",3.6,8,200
Prithvi Restaurant,"Prithvi Hotel,Maninagar, East Ahmedabad", East Ahmedabad,Ahmedabad,"Multi-Cuisine,  North Indian,  Chinese,  Continental,  South Indian,  Barbecue",3.7,8,600
Balista,"Pramukh Cyprus,Gandhinagar, North Ahmedabad", North Ahmedabad,Ahmedabad,"Fast Food,  Pizza,  Italian",4.4,8,700
Dialogue Cafe,"Sector 35, West Chandigarh", West Chandigarh,Chandigarh,"Mexican,  European,  Fast Food",4.4,8,1000
O Chicken India - Oil Free Healthy Chicken,"Phase 5, Mohali", Mohali,Chandigarh,Health Food,4.5,8,1100
Shairana Cafe,"Chandigarh Road, Zirakpur", Zirakpur,Chandigarh,"Continental,  Asian",5,8,500
Beans n Brewers,"Phase 10, Mohali", Mohali,Chandigarh,"Italian,  Continental",4.6,8,400
Kali Coffee,"Sector 20, Panchkula", Panchkula,Chandigarh,"Fast Food,  Health Food,  Coffee",5,8,500
Bareilly Ki Barfi,"Sector 82, Mohali", Mohali,Chandigarh,"Multi-Cuisine,  North Indian,  Chinese,  South Indian,  Street Food",3.9,8,300
Benji Cafe,"Ambala Road, Zirakpur", Zirakpur,Chandigarh,"American,  Mexican,  Fast Food",3.4,8,800
Subway,"Zirakpur-Banur Highway, Zirakpur", Zirakpur,Chandigarh,Health Food,4.4,8,500
Planet Dailies,"Planet Hollywood Beach Resort,Salcette, South Goa", South Goa,Goa,"Multi-Cuisine,  North Indian,  Continental,  Seafood,  Asian",4.5,8,1800
Riverside,"The Leela Goa,Cavelossim, South Goa", South Goa,Goa,"Italian,  Continental,  Seafood",4.2,8,3100
The Restaurant,"The Leela Goa,Cavelossim, South Goa", South Goa,Goa,"Multi-Cuisine,  Italian,  Continental,  Seafood,  Asian,  Goan",4.1,8,3000
Coconut Grove,"Bogmallo Beach Resort,Bogmalo, South Goa", South Goa,Goa,"Goan,  North Indian,  Continental,  Seafood",3.2,8,2100
Palms n Sands,"Candolim, North Goa", North Goa,Goa,"North Indian,  Goan,  Oriental ,  Continental,  Seafood",4.1,8,1000
Noaa,"Candolim, North Goa", North Goa,Goa,"Asian,  Finger Food",4.7,8,2000
The Kitchen Table,"W Goa,Vagator, North Goa", North Goa,Goa,"North Indian,  Goan,  Continental",4.5,8,2700
The Buddy's Cafe,"Sodala, West Jaipur", West Jaipur,Jaipur,"North Indian,  Fast Food,  Chinese",4.2,8,700
Between The Brews,"Tonk Road, South Jaipur", South Jaipur,Jaipur,"North Indian,  Chinese,  Continental",3.8,8,1100
The Belgian Waffle Co,"Malviya Nagar, South Jaipur", South Jaipur,Jaipur,"Waffle,  Desserts",3.7,8,600
Buttercup Bungalow,"The Mall Avenue,Sadar Bazaar, Central Lucknow", Central Lucknow,Lucknow,"Desserts,  Fast Food,  Tea",4.7,8,1000
Awadh Biryani Family Restaurant,"Aliganj, North Lucknow", North Lucknow,Lucknow,Biryani,3.5,8,400
COD - Come On Dear,"South Tukoganj, East Indore", East Indore,Indore,Fast Food,3.1,8,600
Food Mahal,"Vijay Nagar, East Indore", East Indore,Indore,"North Indian,  Chinese,  Fast Food",3.4,8,500
Anand Shree Fruit Bonanza,"Vijay Nagar, East Indore", East Indore,Indore,"Chinese,  South Indian,  Fast Food,  Shakes,  Italian,  Street Food,  Desserts,  Ice Cream,  Pizza",3.5,8,600
Foogle,"Panchwati, Central Udaipur", Central Udaipur,Udaipur,"Italian,  Fast Food",4.3,8,500
Bikanervala,"Khandari, North Agra", North Agra,Agra,"Fast Food,  Mithai,  North Indian,  South Indian",3.8,8,600
Henry's The English Pub,"Radisson Hotel Agra Taj East Gate,Tajganj, East Agra", East Agra,Agra,Finger Food,4.8,8,1800
Eggxotica,"Diwalipura, West Vadodara", West Vadodara,Vadodara,Fast Food,4,8,400
Cafe Local,"Manjalpur, South Vadodara", South Vadodara,Vadodara,"Fast Food,  Coffee",4.5,8,300
Hotel Darshan Towers - Amantran Restaurant,"Gandhibagh, East Nagpur", East Nagpur,Nagpur,"North Indian,  Chinese,  Mughlai",3.8,8,1800
Spice Petals,"Vesu, South Surat", South Surat,Surat,North Indian,4.5,8,1200
Pure By Slurrp,"Vesu, South Surat", South Surat,Surat,"North Indian,  Health Food",4.2,8,1000
Red Flames Pizzaria,"Blue Point,Sarthana, East Surat", East Surat,Surat,"Fast Food,  Pizza,  Italian",4.5,8,900
Frontier,"Regenta Central Klassic,Model Town, South Ludhiana", South Ludhiana,Ludhiana,"North Indian,  Asian,  Fast Food",2.2,8,1500
Wok Singh,"Sarabha Nagar, West Ludhiana", West Ludhiana,Ludhiana,Chinese,4.8,8,800
Kake Da Hotel,"Rajinder Nagar, West Delhi", West Delhi,Delhi,North Indian,3.6,7,1000
Waffle Street,"Janakpuri, West Delhi", West Delhi,Delhi,"Desserts,  Shakes,  Waffle,  Fast Food",4.1,7,400
Tenali - The Andhra Kitchen,"Green Park, South Delhi", South Delhi,Delhi,"South Indian,  Andhra",4.6,7,800
Greenr Cafe,"Greater Kailash - 1, South Delhi", South Delhi,Delhi,"Continental,  Health Food",4,7,1400
The Passengers Bar Food & Drinks,"Kailash Colony, South Delhi", South Delhi,Delhi,"North Indian,  Fast Food",3.2,7,2000
Stop My Starvation,"Corner Market,Malviya Nagar, South Delhi", South Delhi,Delhi,"Desserts,  Fast Food,  Shakes,  Waffle",3.8,7,600
Kake Da Hotel,"Chittaranjan Park, South Delhi", South Delhi,Delhi,"North Indian,  Mughlai",4,7,1000
PapaJi & Sons,"Paschim Vihar, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Continental,  Italian",4.1,7,900
Kylin Express,"Ambience Mall,Vasant Kunj, South Delhi", South Delhi,Delhi,"Chinese,  Asian",2.9,7,900
Sighri,"Vardhaman Complex,Janakpuri, West Delhi", West Delhi,Delhi,"North Indian,  Chinese,  Mughlai,  Oriental ",4.6,7,500
Bites and Brew,"Vikaspuri, West Delhi", West Delhi,Delhi,"Multi-Cuisine,  Italian,  Chinese,  Mexican",3.6,7,1000
Moti Mahal Delux,"Naveen Park,Rajendra Nagar, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Chinese",5,7,900
Shawarma Factory,"Jaipuria Sunrise Plaza,Indirapuram, Ghaziabad", Ghaziabad,Ghaziabad,"Lebanese,  Biryani",2.1,7,700
Taco Bell,"Vegas Mall,Dwarka, West Delhi", West Delhi,Delhi,"Mexican,  Tex Mex",3.8,7,500
Howdie Foodie,"Raj Nagar, Ghaziabad", Ghaziabad,Ghaziabad,"North Indian,  Chinese",4.2,7,1200
The Dim Sum House,"Super Mart 1,DLF Phase - 4, Gurgaon", Gurgaon,Gurgaon,"Chinese,  Thai,  Continental",4.5,7,800
Jacket Aloo,"Eros City Square,Sector 49, Gurgaon", Gurgaon,Gurgaon,Fast Food,4.4,7,600
Nosh & Beyond,"Marol, Andheri East", Andheri East,Mumbai,"Multi-Cuisine,  North Indian,  Continental,  European",4.8,7,1000
Golden Monk,"Andheri Lokhandwala, Andheri West", Andheri West,Mumbai,"Chinese,  Thai,  Seafood",4,7,1500
Kill No Kalorie,"Kulkarni CHS Building,Thane West, Thane", Thane,Mumbai,"Multi-Cuisine,  Italian,  Continental,  Mexican",5,7,900
Dewano Daa Dhaba,"Near Andheri West Station, Andheri West", Andheri West,Mumbai,"North Indian,  Awadhi",4.5,7,900
Wowfillss,"Kharghar, Navi Mumbai", Navi Mumbai,Mumbai,"Bakery and Confectionary,  Waffle,  Desserts,  Shakes",4,7,500
Balaji Food Junction,"Cosmos Jewels,Ghodbunder Road, Thane", Thane,Mumbai,"North Indian,  South Indian,  Chinese",4.1,7,400
Whatta Waffle!,"Hiranandani Estate,Thane West, Thane", Thane,Mumbai,"Desserts,  Waffle",4.3,7,300
Ayda Persian Kitchen,"Church Street, Central Bangalore", Central Bangalore,Bangalore,"Parsi,  Iranian,  North Indian,  Seafood,  Persian",3.8,7,800
Hotel Fishland,"Gandhi Nagar, West Bangalore", West Bangalore,Bangalore,"Coastal,  Seafood,  Konkani",4,7,500
Punjab Mail,"Malleshwaram Arcade,Malleshwaram, West Bangalore", West Bangalore,Bangalore,"North Indian,  Chinese",3.7,7,500
The Potbelly Divine,"Indiranagar, East Bangalore", East Bangalore,Bangalore,"Bihari,  Seafood",4.9,7,1800
Gokul Kuteera,"Indiranagar, East Bangalore", East Bangalore,Bangalore,"North Indian,  Chinese",3.8,7,700
Glen's Bakehouse,"Koramangala, South Bangalore", South Bangalore,Bangalore,"Multi-Cuisine,  Italian,  Continental,  Desserts,  Ice Cream,  Bakery and Confectionary",3.7,7,800
The T Cafe,"Indiranagar, East Bangalore", East Bangalore,Bangalore,"Street Food,  Fast Food,  Tea",4.3,7,400
Imperial Restaurant,"Mysore Road, West Bangalore", West Bangalore,Bangalore,"Chinese,  North Indian",4.3,7,800
House of Commons,"JP Nagar, South Bangalore", South Bangalore,Bangalore,"Finger Food,  North Indian,  Italian,  Continental",3.5,7,1400
Sharief Bhai,"Kalyan Nagar, North Bangalore", North Bangalore,Bangalore,"North Indian,  Mughlai",3.9,7,600
Frozen Bottle,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Shakes,  Desserts,  Ice Cream",4.7,7,400
Sichuan,"HSR Layout, South Bangalore", South Bangalore,Bangalore,"Asian,  Chinese,  Seafood",3.4,7,700
